id,user_id,tweeted_at,content
61f44321-bb35-4559-bb2f-c237c985044e,746cb7c1-5dfb-4ff0-84ae-cb758c1120ef,2018-09-04T07:17:00.981978,Jaffles from the Jaffle Shop are fantastic! Ordered a tangaroo.
9ec62bd3-f38e-47ad-b38a-e35154aa7ba3,c69dadd3-63bc-4c66-8274-7389eb2affb6,2018-09-04T10:17:41.882224,Jaffles from the Jaffle Shop are amazing! Ordered a tangaroo.
c51ca2a1-bc5f-417a-be64-127f51d04e34,9ef83201-4779-42f6-9226-ee923629afae,2018-09-04T10:49:36.855258,Jaffles from the Jaffle Shop are my favorite! Ordered a for richer or pourover .
26cf88df-ab4f-4a22-803b-27267bd61713,a643237f-410f-4c3b-b13d-a826f177dd5f,2018-09-04T13:47:27.259639,Jaffle shop is fine. Ordered a vanilla ice.
0a44822b-e9cd-4200-a80d-5c618b64d07d,220e9364-eda9-410b-9f85-1ef645869762,2018-09-04T11:45:36.796538,Jaffle Shop again. Ordered a vanilla ice. This place is gross.
14c28c28-66fd-4697-901b-653907fca90a,6ad1cf1b-50ad-4705-b729-fb86140bc3cb,2018-09-04T09:52:50.509078,Jaffles from the Jaffle Shop are the best! Ordered a adele-ade.
3d344b78-96e3-4449-b2d6-6be214045f71,a19d1099-506d-448b-be77-0df0b76d7ab7,2018-09-04T14:10:02.708539,Jaffle shop is average. Ordered a adele-ade.
fceec780-300d-42a6-ba5a-877d616d6abc,3f112f22-bc32-4662-8aba-06e59ed28148,2018-09-04T13:17:50.024770,Jaffles from the Jaffle Shop are delicious! Ordered a vanilla ice.
50d1f21b-7305-4a14-ab69-d31fc16a2907,8e0a7e83-dc77-445a-b670-3ad27453ae64,2018-09-05T08:51:43.602295,Jaffles from the Jaffle Shop are amazing! Ordered a tangaroo.
ed02ce39-adf4-4678-badf-c09bcf6b85a5,1fd4f94e-781a-48b6-ae80-7fe8a6ea2009,2018-09-05T08:09:26.223168,Jaffles from the Jaffle Shop are sooo gooood! Ordered a chai and mighty.
61f358fd-873b-4cfc-bc2f-38977f1d0751,de0968d3-05ee-4104-872b-f02aaefa2646,2018-09-05T10:46:20.487556,Jaffle shop is pretty decent. Ordered a adele-ade.
304314a6-d3d6-440f-abf7-a6cfc033166d,226b17b5-02a6-4184-b9e6-1a40b63fa98b,2018-09-05T13:11:46.479675,Jaffle Shop again. Ordered a chai and mighty. This place is the worst.
68350f8f-b746-4bff-ae72-866eb900b2de,eb0e8a65-362e-4416-81df-891fbabf6f06,2018-09-05T11:16:48.384346,Jaffle Shop again. Ordered a adele-ade. This place is inedible.
4a7a9ea4-3c78-4470-a21c-31f2bf9d2fff,559e2362-64db-4f35-a9d0-0c0424a1ec8a,2018-09-05T07:37:21.379808,Jaffles from the Jaffle Shop are sooo gooood! Ordered a chai and mighty.
11328ea3-90e0-46bb-a87d-87833220d0fe,1dd880ca-36de-4ef6-8c12-75b672e321f4,2018-09-05T14:13:26.768556,Jaffle Shop again. Ordered a adele-ade. This place is disgusting.
6868597b-5e14-4512-a8ca-b57bb14c87a5,172868fd-aa2a-4300-99e4-854f24f724f6,2018-09-05T08:46:05.676349,Jaffle Shop again. Ordered a tangaroo. This place is my least favorite.
353087f3-88a1-4e6b-a139-09ae55c0f9f4,b224b4c6-bfcc-45cf-ba74-8912d86459c6,2018-09-05T11:21:37.273515,Jaffle shop is fine. Ordered a adele-ade.
778d115f-ef52-47d9-bc6a-7ae105994245,c69dadd3-63bc-4c66-8274-7389eb2affb6,2018-09-05T13:03:17.754275,Jaffles from the Jaffle Shop are fantastic! Ordered a vanilla ice.
9d414b1a-6d78-4736-9881-16deaf07ede9,acc60693-73e3-42d6-81ea-6f133e006099,2018-09-05T08:32:42.509796,Jaffle shop is alright. Ordered a adele-ade.
6601ce91-6f74-4222-9d7d-e150dc2e389c,e139d6f3-4d8a-4789-b95e-49930cce54d7,2018-09-05T08:02:53.627408,Jaffle Shop again. Ordered a for richer or pourover . This place is awful.
97503051-ed28-498c-add3-7a87cbd5b944,220e9364-eda9-410b-9f85-1ef645869762,2018-09-05T10:53:58.670652,Jaffle Shop again. Ordered a tangaroo. This place is disgusting.
ae0a18aa-8557-43c3-bb3c-0c7e07c0c525,6ad1cf1b-50ad-4705-b729-fb86140bc3cb,2018-09-05T11:42:18.123759,Jaffles from the Jaffle Shop are amazing! Ordered a vanilla ice.
1825a1eb-a108-42bc-b327-4ab78d64f5d8,6eb68fec-0db7-4747-84ba-10811f526543,2018-09-05T13:27:53.763979,Jaffles from the Jaffle Shop are amazing! Ordered a tangaroo.
f8f677c0-d3d7-45a1-9362-9a7a98fcaf0a,d3cdee47-b29a-433f-bf1e-336fa3c75be6,2018-09-05T10:30:55.897252,Jaffles from the Jaffle Shop are delicious! Ordered a tangaroo.
d6850ac0-9ca2-478a-876e-08cbaaff7ba3,c91e2410-0b9b-4e8d-8186-7dea5a7744af,2018-09-06T13:36:34.704933,Jaffle Shop again. Ordered a tangaroo. This place is gross.
e97b6732-25df-49e1-899c-ae123c8e799d,d3750d51-940f-4175-b320-dc8c3415d9ea,2018-09-06T07:31:47.228437,Jaffles from the Jaffle Shop are sooo gooood! Ordered a for richer or pourover .
2cb85b78-4923-4a80-9dd3-2900cf9f00ab,de0968d3-05ee-4104-872b-f02aaefa2646,2018-09-06T13:23:50.099173,Jaffle shop is not bad. Ordered a for richer or pourover .
c32f1415-c31c-4e73-9c26-d82107b682ca,bf3843db-8e9b-40bf-809b-9880ce4485ba,2018-09-06T08:29:57.430392,Jaffle shop is alright. Ordered a vanilla ice.
6e64d653-871c-4947-8d79-51d9b8c8e183,2d05a361-5fc3-496a-9996-aac7da157f10,2018-09-06T07:40:46.733634,Jaffle Shop again. Ordered a vanilla ice. This place is terrible.
6c9872d9-dfb9-4eb8-bceb-25f032fed61b,c96bbdf3-82a0-405f-9904-3c08061eddc1,2018-09-06T07:24:57.745638,Jaffles from the Jaffle Shop are amazing! Ordered a chai and mighty.
cc7550a8-e9fe-46b7-9136-a935e7421a6b,eb0e8a65-362e-4416-81df-891fbabf6f06,2018-09-06T08:59:23.952551,Jaffle Shop again. Ordered a for richer or pourover . This place is inedible.
1709703c-1989-4dde-8952-3cc064a452ac,b224b4c6-bfcc-45cf-ba74-8912d86459c6,2018-09-06T08:40:08.394697,Jaffle shop is just meh. Ordered a chai and mighty.
9101f337-5b85-4389-a5a9-bce57db5a28b,c69dadd3-63bc-4c66-8274-7389eb2affb6,2018-09-06T12:40:50.814679,Jaffles from the Jaffle Shop are amazing! Ordered a adele-ade.
9f8bb6c7-64a2-4b11-9762-0416a76e231b,304672ad-bae6-48bc-a24f-e08f0229aa81,2018-09-06T16:08:25.936353,Jaffle shop is solid. Ordered a vanilla ice.
75539e12-e2da-4b69-8c4d-69f535b1ca6d,6ad1cf1b-50ad-4705-b729-fb86140bc3cb,2018-09-06T10:10:59.189742,Jaffles from the Jaffle Shop are the best! Ordered a vanilla ice.
5ff3bab6-4953-4cf1-8662-1a1616661fee,85f1a319-c8b8-40fc-937f-c65cdfe650b1,2018-09-06T07:54:42.929209,Jaffles from the Jaffle Shop are the best! Ordered a adele-ade.
8760b897-2d53-47be-a4ed-d4b857c4e787,6eb68fec-0db7-4747-84ba-10811f526543,2018-09-06T09:32:38.879086,Jaffles from the Jaffle Shop are delicious! Ordered a for richer or pourover .
d82307cf-be5c-4bec-9eda-b6f9f5bc6772,9b99ee83-4c3a-4b15-89e4-bdf21a0b930e,2018-09-06T07:56:21.767935,Jaffle Shop again. Ordered a vanilla ice. This place is disgusting.
79216ca2-a036-491d-b7a2-9a1f090d0bab,8e0a7e83-dc77-445a-b670-3ad27453ae64,2018-09-07T07:49:14.769675,Jaffles from the Jaffle Shop are fantastic! Ordered a for richer or pourover .
df21d81b-c6b7-4b45-a471-dcc25cf618ce,6b360924-a1c2-4304-9c6c-d661f3e36638,2018-09-07T11:18:08.707280,Jaffle shop is okay. Ordered a tangaroo and a adele-ade.
0017600f-01cf-4219-9665-dcfe7e4a1aff,6279ba6a-f051-4509-a597-b3f96005a531,2018-09-07T07:21:30.411106,Jaffle Shop again. Ordered a adele-ade. This place is the worst.
753bbcad-1a54-4b09-92ea-e93e32bd8655,caa466b9-49c4-4339-8936-117883413eb6,2018-09-07T07:54:28.222550,Jaffles from the Jaffle Shop are awesome! Ordered a vanilla ice.
5930f834-34b7-4cd8-82ad-e04d780aa7b6,d3750d51-940f-4175-b320-dc8c3415d9ea,2018-09-07T09:08:08.338624,Jaffles from the Jaffle Shop are the best! Ordered a chai and mighty.
5e4a748c-296f-4e75-8143-2945617dc950,438ebf2d-2d1d-42d1-8da2-6ef25c9cea17,2018-09-07T08:32:15.400016,Jaffles from the Jaffle Shop are fantastic! Ordered a vanilla ice.
22dbfaca-4291-4356-b21b-b439741acbd9,c96bbdf3-82a0-405f-9904-3c08061eddc1,2018-09-07T11:13:20.583573,Jaffles from the Jaffle Shop are amazing! Ordered a vanilla ice.
9161deba-4f5c-486a-9c36-911453f5e3ab,d1896b65-f0b6-4b6e-ac62-ce106946a1ec,2018-09-07T14:16:22.448808,Jaffle shop is average. Ordered a tangaroo.
8018b10e-48d9-45c8-9742-a730d0ab578c,226b17b5-02a6-4184-b9e6-1a40b63fa98b,2018-09-07T11:12:44.343729,Jaffle Shop again. Ordered a adele-ade. This place is the worst.
8dca14c7-1c40-4f1c-8cdc-0958529f5a1d,569a0cbe-1917-4134-9b37-6866be6ff13d,2018-09-07T12:14:25.345990,Jaffle shop is not bad. Ordered a for richer or pourover .
f8d632a5-cf6b-4d41-800b-350db11d5871,9b5073c4-2d8d-4c4c-95b3-0610dd328b17,2018-09-07T08:17:46.328084,Jaffles from the Jaffle Shop are fantastic! Ordered a chai and mighty.
3fa55d30-0cc8-401a-940b-709882b9011c,172868fd-aa2a-4300-99e4-854f24f724f6,2018-09-07T12:42:29.033334,Jaffle Shop again. Ordered a chai and mighty. This place is inedible.
ccd010f7-9bd2-4cfe-b9a6-84794a9b50e3,b224b4c6-bfcc-45cf-ba74-8912d86459c6,2018-09-07T09:06:19.652936,Jaffle shop is not bad. Ordered a adele-ade.
935eae2e-8517-480f-af4f-4ce118edadde,790ff472-936f-4375-b4a6-464f03c68587,2018-09-07T08:52:39.472655,Jaffle Shop again. Ordered a tangaroo. This place is disgusting.
8da8dc0e-2581-433f-999d-1cd839185e5a,9ef83201-4779-42f6-9226-ee923629afae,2018-09-07T09:48:09.403558,Jaffles from the Jaffle Shop are awesome! Ordered a tangaroo.
cc62d134-8d70-4d60-9e36-feb01b06c1f1,85f1a319-c8b8-40fc-937f-c65cdfe650b1,2018-09-07T07:35:41.078419,Jaffles from the Jaffle Shop are my favorite! Ordered a chai and mighty.
3c6d36c1-07a5-4b42-92b4-0d2da3667a3c,ad90ab38-d7f3-40ac-a6a3-2b1dc10f5771,2018-09-07T12:17:56.342655,Jaffles from the Jaffle Shop are amazing! Ordered a vanilla ice.
0b30dc86-c1fb-4cbd-be2d-d76ead0f2538,aae9fc43-835e-486f-9f3b-fb1f10fb8656,2018-09-08T10:44:32.456953,Jaffle Shop again. Ordered a for richer or pourover . This place is gross.
a7f58bf2-c5a0-4993-9a18-b11d42d835f4,381d9d38-6e08-4897-b7ae-eed369cdc90f,2018-09-08T14:51:47.738052,"Jaffles from the Jaffle Shop are awesome! Ordered a vanilla ice, a tangaroo, a mel-bun, and a the krautback."
bdac0496-66a3-461f-8c1d-880aa9236319,40591ced-e548-4f9f-aed2-b615b16337dc,2018-09-08T11:40:33.112564,"Jaffles from the Jaffle Shop are my favorite! Ordered a for richer or pourover , a chai and mighty, a for richer or pourover , a flame impala, a mel-bun, and a the krautback."
0ad1ce9c-a764-46ee-bab6-20e06ea8ef2a,ea04fe6e-200c-4653-8661-01a7292c848a,2018-09-08T12:32:34.768232,Jaffles from the Jaffle Shop are delicious! Ordered a chai and mighty.
c0d43c69-8a23-4c18-959f-de1f823c3fb7,c96bbdf3-82a0-405f-9904-3c08061eddc1,2018-09-08T14:08:23.913277,Jaffles from the Jaffle Shop are awesome! Ordered a adele-ade.
842b286c-8390-4921-9daf-726c7bd6f24c,873ffd5a-1c4e-44c2-abfc-5bb7fc1310bd,2018-09-08T09:17:26.530409,"Jaffles from the Jaffle Shop are sooo gooood! Ordered a tangaroo, a adele-ade, a nutellaphone who dis?, and a nutellaphone who dis?."
5170177c-fb59-4349-98ef-85381b2bfcbf,569a0cbe-1917-4134-9b37-6866be6ff13d,2018-09-08T11:00:27.118176,Jaffle shop is just meh. Ordered a tangaroo.
1eac4a88-e97b-4948-a364-31d9fc57a8ee,eb0e8a65-362e-4416-81df-891fbabf6f06,2018-09-08T13:53:10.683871,Jaffle Shop again. Ordered a vanilla ice. This place is the worst.
bca356a0-7c44-4934-9d6a-1de58fb7b44a,a7535ed7-a972-4765-a551-07da3ebe08b6,2018-09-08T11:13:41.901578,"Jaffle Shop again. Ordered a chai and mighty, a adele-ade, a doctor stew, and a the krautback. This place is gross."
85470bc1-0ff9-4ec1-b93d-c12feca55b43,1dd880ca-36de-4ef6-8c12-75b672e321f4,2018-09-08T10:52:27.144226,Jaffle Shop again. Ordered a for richer or pourover . This place is gross.
ecadf951-e64b-4897-a7c7-b8fe9114e115,220e9364-eda9-410b-9f85-1ef645869762,2018-09-08T12:38:00.303798,Jaffle Shop again. Ordered a tangaroo. This place is inedible.
4e2435c3-7dac-4b58-9a23-25ccdaff7135,3f112f22-bc32-4662-8aba-06e59ed28148,2018-09-08T14:53:41.088177,Jaffles from the Jaffle Shop are the best! Ordered a vanilla ice.
ca849360-c8c1-4fef-a0c1-7150168cd7b0,873ffd5a-1c4e-44c2-abfc-5bb7fc1310bd,2018-09-09T14:39:20.092491,"Jaffles from the Jaffle Shop are sooo gooood! Ordered a chai and mighty, a tangaroo, a the krautback, and a nutellaphone who dis?."
2b56bf0f-7909-4c1b-a394-a91b2efc1353,e3c3093c-d1bf-4a8c-b367-44daf31b6db3,2018-09-09T09:38:50.957508,Jaffle shop is okay. Ordered a chai and mighty.
7fc7bf38-51d4-4940-90a5-9eed0650ecc4,1dd880ca-36de-4ef6-8c12-75b672e321f4,2018-09-09T10:25:15.426362,Jaffle Shop again. Ordered a chai and mighty. This place is gross.
41376bd5-109d-4a10-ad72-f73de7e04fe4,b224b4c6-bfcc-45cf-ba74-8912d86459c6,2018-09-09T13:35:38.689468,Jaffle shop is average. Ordered a adele-ade.
8a2d2507-1cab-4f02-b6cf-c45b124c0e56,6ad1cf1b-50ad-4705-b729-fb86140bc3cb,2018-09-09T12:04:19.635675,Jaffles from the Jaffle Shop are the best! Ordered a adele-ade.
e83a722a-0a41-4b7c-afce-9720579302ac,a19d1099-506d-448b-be77-0df0b76d7ab7,2018-09-09T13:55:48.571212,Jaffle shop is just meh. Ordered a chai and mighty.
18434d7a-d463-4aab-86b6-3349e361fee5,9b92fe76-981b-47a7-b331-d926c6185c5b,2018-09-09T13:43:21.966634,"Jaffles from the Jaffle Shop are the best! Ordered a for richer or pourover , a vanilla ice, a adele-ade, a tangaroo, a tangaroo, a doctor stew, a mel-bun, a nutellaphone who dis?, a the krautback, and a the krautback."
ff297475-d574-4ce2-b8a0-30aafcbba6ac,8e0a7e83-dc77-445a-b670-3ad27453ae64,2018-09-10T08:59:21.607189,Jaffles from the Jaffle Shop are the best! Ordered a adele-ade.
12005b1b-bb47-4efa-8c73-b316c2640ad4,6279ba6a-f051-4509-a597-b3f96005a531,2018-09-10T08:48:15.019576,Jaffle Shop again. Ordered a tangaroo. This place is my least favorite.
1fe43563-9937-4de1-ab9a-7590993286d0,c91e2410-0b9b-4e8d-8186-7dea5a7744af,2018-09-10T12:32:11.819861,Jaffle Shop again. Ordered a vanilla ice. This place is inedible.
06970711-3ad2-41b5-b70f-5c93895b26d6,caa466b9-49c4-4339-8936-117883413eb6,2018-09-10T07:19:16.755692,Jaffles from the Jaffle Shop are my favorite! Ordered a chai and mighty.
33e36981-6211-4281-9eac-c94a206446f5,fd331441-4cd5-411c-8010-a47c39d34011,2018-09-10T08:16:50.725979,Jaffle shop is alright. Ordered a tangaroo.
bdfd9410-d05e-445b-9bf1-cbfd73a1cd50,e289d966-03b4-4329-a0f2-d0172da37a64,2018-09-10T11:15:24.960952,Jaffle shop is okay. Ordered a tangaroo.
8bf6f166-5ceb-4634-9486-35035359f3bc,2d05a361-5fc3-496a-9996-aac7da157f10,2018-09-10T08:33:37.794608,Jaffle Shop again. Ordered a for richer or pourover . This place is disgusting.
c2025d12-9228-4ea4-b49d-ee04ddca8af2,c96bbdf3-82a0-405f-9904-3c08061eddc1,2018-09-10T13:15:38.754722,Jaffles from the Jaffle Shop are amazing! Ordered a tangaroo.
99d3fac0-9582-4b45-9396-1ff3b141312f,226b17b5-02a6-4184-b9e6-1a40b63fa98b,2018-09-10T13:00:57.715675,Jaffle Shop again. Ordered a adele-ade. This place is gross.
541312f6-505e-4011-971d-5147ebc2a53e,0e763e74-e20b-4a41-b8c5-3c8bb078cecd,2018-09-10T15:30:17.973795,Jaffles from the Jaffle Shop are the best! Ordered a chai and mighty and a adele-ade.
c8a5828f-aaa2-4761-bd47-94f55310a89a,f799a656-d0bc-4023-9329-5837c66643f5,2018-09-10T08:37:28.159488,Jaffle Shop again. Ordered a for richer or pourover . This place is inedible.
d9d4b99e-f760-4842-a167-1fa94daf9043,1dd880ca-36de-4ef6-8c12-75b672e321f4,2018-09-10T11:52:18.910156,Jaffle Shop again. Ordered a adele-ade. This place is gross.
d4d096c9-84bd-4667-b0ea-2339ea8449b4,c69dadd3-63bc-4c66-8274-7389eb2affb6,2018-09-10T09:31:27.939295,Jaffles from the Jaffle Shop are delicious! Ordered a vanilla ice.
da249cda-1c30-4635-9ce8-b11f751f9857,9ef83201-4779-42f6-9226-ee923629afae,2018-09-10T07:29:02.188926,Jaffles from the Jaffle Shop are amazing! Ordered a adele-ade.
d588d452-2be5-4c67-910a-e6d49ce04f48,f8a07acc-4431-426f-bb4a-921c4da25ae0,2018-09-10T07:34:31.678744,Jaffles from the Jaffle Shop are delicious! Ordered a tangaroo.
2a6d4fa9-39a6-43e8-bc60-5c908a7a5388,b5bedd42-56d3-492d-8293-111b061f46b8,2018-09-10T08:25:28.166880,Jaffles from the Jaffle Shop are amazing! Ordered a chai and mighty.
48243d3d-8394-4379-9bcd-0d811299ea06,386dff27-62e8-45fd-aff7-02d42a86c188,2018-09-10T08:46:58.638781,Jaffles from the Jaffle Shop are fantastic! Ordered a vanilla ice.
aae9857b-5b1c-47f4-aedc-3f95392c716a,9b99ee83-4c3a-4b15-89e4-bdf21a0b930e,2018-09-10T08:24:59.991679,Jaffle Shop again. Ordered a adele-ade. This place is disgusting.
8c81966b-e265-4e41-b795-2dce2146fa36,aae9fc43-835e-486f-9f3b-fb1f10fb8656,2018-09-11T13:05:59.695251,Jaffle Shop again. Ordered a vanilla ice. This place is gross.
